Datum;Eršffnung;Schluss;Tageshoch;Tagestief;Umsatz (St.)
20.07.15;1'818.00;1'805.00;1'846.00;1'780.00;28'464
17.07.15;1'830.00;1'817.00;1'849.00;1'798.00;43'716
16.07.15;1'757.00;1'802.00;1'802.00;1'752.00;29'358
15.07.15;1'760.00;1'755.00;1'761.00;1'733.00;19'131
14.07.15;1'741.00;1'749.00;1'750.00;1'724.00;17'807
13.07.15;1'734.00;1'735.00;1'742.00;1'717.00;20'583
10.07.15;1'707.00;1'717.00;1'719.00;1'691.00;23'742
09.07.15;1'670.00;1'685.00;1'691.00;1'651.00;33'648
08.07.15;1'630.00;1'666.00;1'669.00;1'628.00;30'016
07.07.15;1'670.00;1'636.00;1'670.00;1'633.00;28'264
06.07.15;1'655.00;1'664.00;1'672.00;1'650.00;19'814
03.07.15;1'672.00;1'670.00;1'698.00;1'662.00;21'700
02.07.15;1'704.00;1'669.00;1'708.00;1'636.00;62'714
01.07.15;1'716.00;1'714.00;1'734.00;1'711.00;21'430
30.06.15;1'709.00;1'706.00;1'727.00;1'695.00;30'182
29.06.15;1'660.00;1'707.00;1'713.00;1'646.00;39'294
26.06.15;1'697.00;1'695.00;1'703.00;1'688.00;22'200
25.06.15;1'715.00;1'707.00;1'724.00;1'686.00;38'698
24.06.15;1'754.00;1'737.00;1'754.00;1'726.00;29'644
23.06.15;1'752.00;1'753.00;1'760.00;1'743.00;23'767
22.06.15;1'768.00;1'746.00;1'768.00;1'740.00;21'899
19.06.15;1'735.00;1'741.00;1'759.00;1'735.00;34'781
18.06.15;1'753.00;1'747.00;1'753.00;1'721.00;18'361
17.06.15;1'776.00;1'759.00;1'781.00;1'755.00;12'938
16.06.15;1'760.00;1'770.00;1'770.00;1'750.00;18'609
15.06.15;1'785.00;1'769.00;1'793.00;1'767.00;16'243
12.06.15;1'816.00;1'800.00;1'824.00;1'795.00;14'478
11.06.15;1'836.00;1'824.00;1'847.00;1'819.00;15'191
10.06.15;1'810.00;1'845.00;1'845.00;1'810.00;18'690
09.06.15;1'800.00;1'826.00;1'827.00;1'784.00;18'546
08.06.15;1'819.00;1'815.00;1'825.00;1'801.00;12'862
05.06.15;1'814.00;1'815.00;1'819.00;1'803.00;14'333
04.06.15;1'830.00;1'820.00;1'830.00;1'808.00;15'960
03.06.15;1'802.00;1'836.00;1'839.00;1'799.00;24'104
02.06.15;1'817.00;1'802.00;1'822.00;1'793.00;18'251
01.06.15;1'813.00;1'812.00;1'823.00;1'804.00;18'582
29.05.15;1'824.00;1'806.00;1'832.00;1'801.00;54'865
28.05.15;1'826.00;1'824.00;1'842.00;1'822.00;37'079
27.05.15;1'811.00;1'812.00;1'816.00;1'798.00;20'956
26.05.15;1'834.00;1'810.00;1'837.00;1'801.00;21'411
22.05.15;1'846.00;1'837.00;1'846.00;1'826.00;15'404
21.05.15;1'836.00;1'840.00;1'845.00;1'836.00;14'195
20.05.15;1'835.00;1'844.00;1'848.00;1'833.00;22'330
19.05.15;1'840.00;1'840.00;1'843.00;1'825.00;28'180
18.05.15;1'830.00;1'836.00;1'839.00;1'823.00;16'395
15.05.15;1'840.00;1'826.00;1'843.00;1'819.00;30'041
13.05.15;1'829.00;1'827.00;1'839.00;1'824.00;13'527
12.05.15;1'808.00;1'826.00;1'830.00;1'802.00;18'602
11.05.15;1'816.00;1'829.00;1'834.00;1'807.00;17'032
08.05.15;1'827.00;1'815.00;1'836.00;1'803.00;32'348
07.05.15;1'805.00;1'808.00;1'815.00;1'779.00;29'096
06.05.15;1'824.00;1'806.00;1'824.00;1'802.00;33'601
05.05.15;1'817.00;1'807.00;1'824.00;1'804.00;23'842
04.05.15;1'820.00;1'816.00;1'826.00;1'804.00;17'716
30.04.15;1'860.00;1'820.00;1'860.00;1'817.00;21'049
29.04.15;1'864.00;1'857.00;1'879.00;1'853.00;14'518
28.04.15;1'877.00;1'858.00;1'887.00;1'854.00;15'760
27.04.15;1'876.00;1'882.00;1'882.00;1'859.00;14'389
24.04.15;1'893.00;1'868.00;1'900.00;1'864.00;10'878
23.04.15;1'880.00;1'883.00;1'893.00;1'865.00;20'602
22.04.15;1'865.00;1'880.00;1'888.00;1'859.00;20'451
21.04.15;1'847.00;1'862.00;1'869.00;1'847.00;20'509
20.04.15;1'850.00;1'839.00;1'851.00;1'830.00;21'755
17.04.15;1'886.00;1'837.00;1'887.00;1'837.00;25'523
